TraceID;ActivityName;TimeStamp
936;B;02.05.2022 04:24
936;D;02.05.2022 05:55
936;E;02.05.2022 06:58
936;F;02.05.2022 07:58
936;G;02.05.2022 08:14
936;H;02.05.2022 09:44
937;A;02.05.2022 10:39
937;B;02.05.2022 11:28
937;D;02.05.2022 12:57
937;G;02.05.2022 13:33
937;E;02.05.2022 14:15
937;F;02.05.2022 15:24
937;H;02.05.2022 16:38
938;A;02.05.2022 17:27
938;B;02.05.2022 18:29
938;D;02.05.2022 19:44
938;G;02.05.2022 20:22
938;E;02.05.2022 21:35
938;F;02.05.2022 22:39
938;H;02.05.2022 23:44
939;A;03.05.2022 00:26
939;B;03.05.2022 01:29
939;D;03.05.2022 02:33
939;G;03.05.2022 03:38
939;E;03.05.2022 04:42
939;F;03.05.2022 05:53
939;H;03.05.2022 06:16
940;A;03.05.2022 07:41
940;B;03.05.2022 08:13
940;D;03.05.2022 09:07
940;E;03.05.2022 10:13
940;G;03.05.2022 11:31
940;F;03.05.2022 12:04
940;H;03.05.2022 13:16
941;A;03.05.2022 14:25
941;C;03.05.2022 15:59
941;D;03.05.2022 16:30
941;G;03.05.2022 17:03
941;E;03.05.2022 18:41
941;F;03.05.2022 19:17
941;H;03.05.2022 20:04
942;A;03.05.2022 21:49
942;C;03.05.2022 22:23
942;D;03.05.2022 23:14
942;E;04.05.2022 00:38
942;F;04.05.2022 01:47
942;G;04.05.2022 02:55
942;H;04.05.2022 03:27
943;A;04.05.2022 04:52
943;C;04.05.2022 05:08
943;D;04.05.2022 06:44
943;G;04.05.2022 07:05
943;E;04.05.2022 08:54
943;F;04.05.2022 09:47
943;H;04.05.2022 10:46
944;A;04.05.2022 11:32
944;C;04.05.2022 12:49
944;D;04.05.2022 13:02
944;E;04.05.2022 14:58
944;F;04.05.2022 15:33
944;G;04.05.2022 16:21
944;H;04.05.2022 17:12
945;A;04.05.2022 18:18
945;B;04.05.2022 19:21
945;D;04.05.2022 20:05
945;G;04.05.2022 21:20
945;E;04.05.2022 22:43
945;F;04.05.2022 23:54
945;H;05.05.2022 00:20
946;A;05.05.2022 01:30
946;C;05.05.2022 02:07
946;D;05.05.2022 03:12
946;E;05.05.2022 04:04
946;G;05.05.2022 05:19
946;F;05.05.2022 06:46
946;H;05.05.2022 07:16
947;A;05.05.2022 08:27
947;C;05.05.2022 09:29
947;D;05.05.2022 10:56
947;G;05.05.2022 11:29
947;E;05.05.2022 12:44
947;F;05.05.2022 13:58
947;H;05.05.2022 14:08
948;A;05.05.2022 15:53
948;C;05.05.2022 16:47
948;D;05.05.2022 17:18
948;G;05.05.2022 18:53
948;E;05.05.2022 19:55
948;F;05.05.2022 20:40
948;H;05.05.2022 21:56
949;A;05.05.2022 22:33
949;C;05.05.2022 23:16
949;D;06.05.2022 00:31
949;G;06.05.2022 01:29
949;E;06.05.2022 02:34
949;F;06.05.2022 03:59
949;H;06.05.2022 04:08
950;A;06.05.2022 05:12
950;C;06.05.2022 06:24
950;D;06.05.2022 07:45
950;G;06.05.2022 08:23
950;E;06.05.2022 09:39
950;F;06.05.2022 10:19
950;H;06.05.2022 11:08
951;A;06.05.2022 12:08
951;C;06.05.2022 13:27
951;D;06.05.2022 14:56
951;G;06.05.2022 15:08
951;E;06.05.2022 16:50
951;F;06.05.2022 17:08
951;H;06.05.2022 18:54
952;A;06.05.2022 19:43
952;C;06.05.2022 20:22
952;D;06.05.2022 21:36
952;E;06.05.2022 22:01
952;F;06.05.2022 23:00
952;G;07.05.2022 00:05
952;H;07.05.2022 01:37
953;A;07.05.2022 02:14
953;C;07.05.2022 03:42
953;D;07.05.2022 04:33
953;E;07.05.2022 05:39
953;G;07.05.2022 06:07
953;F;07.05.2022 07:47
953;H;07.05.2022 08:28
954;A;07.05.2022 09:32
954;C;07.05.2022 10:33
954;D;07.05.2022 11:11
954;G;07.05.2022 12:49
954;E;07.05.2022 13:38
954;F;07.05.2022 14:38
954;H;07.05.2022 15:26
955;A;07.05.2022 16:21
955;C;07.05.2022 17:53
955;D;07.05.2022 18:05
955;E;07.05.2022 19:11
955;F;07.05.2022 20:22
955;G;07.05.2022 21:29
955;H;07.05.2022 22:12
956;A;07.05.2022 23:06
956;B;08.05.2022 00:43
956;D;08.05.2022 01:32
956;G;08.05.2022 02:01
956;E;08.05.2022 03:02
956;F;08.05.2022 04:37
956;H;08.05.2022 05:14
957;A;08.05.2022 06:09
957;C;08.05.2022 07:45
957;D;08.05.2022 08:30
957;E;08.05.2022 09:29
957;F;08.05.2022 10:50
957;G;08.05.2022 11:11
957;H;08.05.2022 12:39
958;A;08.05.2022 13:00
958;B;08.05.2022 14:05
958;D;08.05.2022 15:50
958;G;08.05.2022 16:14
958;E;08.05.2022 17:46
958;F;08.05.2022 18:57
958;H;08.05.2022 19:15
959;A;08.05.2022 20:37
959;C;08.05.2022 21:03
959;D;08.05.2022 22:28
959;G;08.05.2022 23:12
959;E;09.05.2022 00:43
959;F;09.05.2022 01:38
959;H;09.05.2022 02:54
960;A;09.05.2022 03:04
960;B;09.05.2022 04:27
960;D;09.05.2022 05:06
960;G;09.05.2022 06:01
960;E;09.05.2022 07:52
960;F;09.05.2022 08:58
960;H;09.05.2022 09:03
961;A;09.05.2022 10:17
961;C;09.05.2022 11:20
961;D;09.05.2022 12:49
961;G;09.05.2022 13:25
961;E;09.05.2022 14:04
961;F;09.05.2022 15:09
961;H;09.05.2022 16:10
962;A;09.05.2022 17:09
962;B;09.05.2022 18:12
962;D;09.05.2022 19:53
962;E;09.05.2022 20:44
962;G;09.05.2022 21:45
962;F;09.05.2022 22:07
962;H;09.05.2022 23:25
963;A;10.05.2022 00:31
963;C;10.05.2022 01:02
963;D;10.05.2022 02:46
963;G;10.05.2022 03:00
963;E;10.05.2022 04:45
963;F;10.05.2022 05:43
963;H;10.05.2022 06:02
964;A;10.05.2022 07:00
964;C;10.05.2022 08:36
964;D;10.05.2022 09:48
964;E;10.05.2022 10:27
964;G;10.05.2022 11:36
964;F;10.05.2022 12:48
964;H;10.05.2022 13:44
965;A;10.05.2022 14:14
965;C;10.05.2022 15:59
965;D;10.05.2022 16:10
965;G;10.05.2022 17:42
965;E;10.05.2022 18:47
965;F;10.05.2022 19:14
965;H;10.05.2022 20:58
966;A;10.05.2022 21:08
966;B;10.05.2022 22:45
966;D;10.05.2022 23:29
966;E;11.05.2022 00:42
966;G;11.05.2022 01:39
966;F;11.05.2022 02:00
966;H;11.05.2022 03:37
967;A;11.05.2022 04:31
967;B;11.05.2022 05:42
967;D;11.05.2022 06:16
967;E;11.05.2022 07:59
967;F;11.05.2022 08:09
967;G;11.05.2022 09:20
967;H;11.05.2022 10:47
968;A;11.05.2022 11:42
968;B;11.05.2022 12:54
968;D;11.05.2022 13:11
968;E;11.05.2022 14:02
968;F;11.05.2022 15:53
968;G;11.05.2022 16:09
968;H;11.05.2022 17:32
969;A;11.05.2022 18:14
969;C;11.05.2022 19:20
969;D;11.05.2022 20:26
969;E;11.05.2022 21:19
969;F;11.05.2022 22:53
969;G;11.05.2022 23:14
969;H;12.05.2022 00:08
970;A;12.05.2022 01:46
970;C;12.05.2022 02:13
970;D;12.05.2022 03:23
970;G;12.05.2022 04:11
970;E;12.05.2022 05:13
970;F;12.05.2022 06:15
970;H;12.05.2022 07:48
971;A;12.05.2022 08:03
971;B;12.05.2022 09:54
971;D;12.05.2022 10:16
971;G;12.05.2022 11:14
971;E;12.05.2022 12:21
971;F;12.05.2022 13:07
971;H;12.05.2022 14:45
972;A;12.05.2022 15:07
972;C;12.05.2022 16:23
972;D;12.05.2022 17:04
972;E;12.05.2022 18:53
972;F;12.05.2022 19:43
972;G;12.05.2022 20:22
972;H;12.05.2022 21:38
973;A;12.05.2022 22:58
973;B;12.05.2022 23:06
973;D;13.05.2022 00:08
973;G;13.05.2022 01:16
973;E;13.05.2022 02:57
973;F;13.05.2022 03:42
973;H;13.05.2022 04:49
974;A;13.05.2022 05:09
974;B;13.05.2022 06:05
974;D;13.05.2022 07:39
974;G;13.05.2022 08:43
974;E;13.05.2022 09:46
974;F;13.05.2022 10:26
974;H;13.05.2022 11:39
975;A;13.05.2022 12:20
975;C;13.05.2022 13:36
975;D;13.05.2022 14:33
975;E;13.05.2022 15:58
975;G;13.05.2022 16:29
975;F;13.05.2022 17:21
975;H;13.05.2022 18:18
976;A;13.05.2022 19:55
976;C;13.05.2022 20:16
976;D;13.05.2022 21:34
976;G;13.05.2022 22:36
976;E;13.05.2022 23:07
976;F;14.05.2022 00:08
976;H;14.05.2022 01:14
977;A;14.05.2022 02:10
977;B;14.05.2022 03:55
977;D;14.05.2022 04:08
977;E;14.05.2022 05:09
977;F;14.05.2022 06:02
977;G;14.05.2022 07:45
977;H;14.05.2022 08:43
978;A;14.05.2022 09:10
978;C;14.05.2022 10:08
978;D;14.05.2022 11:20
978;E;14.05.2022 12:31
978;G;14.05.2022 13:00
978;F;14.05.2022 14:44
978;H;14.05.2022 15:12
979;A;14.05.2022 16:46
979;B;14.05.2022 17:31
979;D;14.05.2022 18:12
979;G;14.05.2022 19:44
979;E;14.05.2022 20:46
979;F;14.05.2022 21:34
979;H;14.05.2022 22:08
980;A;14.05.2022 23:53
980;C;15.05.2022 00:36
980;D;15.05.2022 01:06
980;E;15.05.2022 02:29
980;F;15.05.2022 03:49
980;G;15.05.2022 04:13
980;H;15.05.2022 05:42
981;A;15.05.2022 06:13
981;C;15.05.2022 07:30
981;D;15.05.2022 08:17
981;G;15.05.2022 09:56
981;E;15.05.2022 10:56
981;F;15.05.2022 11:55
981;H;15.05.2022 12:15
982;A;15.05.2022 13:10
982;B;15.05.2022 14:35
982;D;15.05.2022 15:50
982;G;15.05.2022 16:54
982;E;15.05.2022 17:44
982;F;15.05.2022 18:53
982;H;15.05.2022 19:03
983;A;15.05.2022 20:40
983;B;15.05.2022 21:08
983;D;15.05.2022 22:33
983;G;15.05.2022 23:34
983;E;16.05.2022 00:13
983;F;16.05.2022 01:44
983;H;16.05.2022 02:10
984;A;16.05.2022 03:37
984;B;16.05.2022 04:09
984;D;16.05.2022 05:38
984;G;16.05.2022 06:22
984;E;16.05.2022 07:56
984;F;16.05.2022 08:04
984;H;16.05.2022 09:02
985;A;16.05.2022 10:16
985;B;16.05.2022 11:07
985;D;16.05.2022 12:59
985;E;16.05.2022 13:22
985;G;16.05.2022 14:10
985;F;16.05.2022 15:49
985;H;16.05.2022 16:01
986;A;16.05.2022 17:17
986;C;16.05.2022 18:44
986;D;16.05.2022 19:25
986;E;16.05.2022 20:26
986;F;16.05.2022 21:05
986;G;16.05.2022 22:14
986;H;16.05.2022 23:43
987;A;17.05.2022 00:01
987;C;17.05.2022 01:27
987;D;17.05.2022 02:12
987;E;17.05.2022 03:54
987;F;17.05.2022 04:49
987;G;17.05.2022 05:09
987;H;17.05.2022 06:58
988;A;17.05.2022 07:59
988;C;17.05.2022 08:38
988;D;17.05.2022 09:24
988;E;17.05.2022 10:09
988;F;17.05.2022 11:53
988;G;17.05.2022 12:12
988;H;17.05.2022 13:39
989;A;17.05.2022 14:22
989;C;17.05.2022 15:01
989;D;17.05.2022 16:46
989;G;17.05.2022 17:09
989;E;17.05.2022 18:00
989;F;17.05.2022 19:05
989;H;17.05.2022 20:21
990;A;17.05.2022 21:43
990;C;17.05.2022 22:10
990;D;17.05.2022 23:19
990;G;18.05.2022 00:16
990;E;18.05.2022 01:47
990;F;18.05.2022 02:02
990;H;18.05.2022 03:52
991;A;18.05.2022 04:41
991;C;18.05.2022 05:44
991;D;18.05.2022 06:49
991;E;18.05.2022 07:41
991;G;18.05.2022 08:12
991;F;18.05.2022 09:23
991;H;18.05.2022 10:36
992;A;18.05.2022 11:26
992;C;18.05.2022 12:05
992;D;18.05.2022 13:33
992;G;18.05.2022 14:05
992;E;18.05.2022 15:12
992;F;18.05.2022 16:39
992;H;18.05.2022 17:11
993;A;18.05.2022 18:14
993;B;18.05.2022 19:17
993;D;18.05.2022 20:45
993;E;18.05.2022 21:36
993;F;18.05.2022 22:46
993;G;18.05.2022 23:13
993;H;19.05.2022 00:00
994;A;19.05.2022 01:35
994;C;19.05.2022 02:13
994;D;19.05.2022 03:57
994;E;19.05.2022 04:10
994;G;19.05.2022 05:14
994;F;19.05.2022 06:36
994;H;19.05.2022 07:47
995;A;19.05.2022 08:16
995;C;19.05.2022 09:48
995;D;19.05.2022 10:18
995;E;19.05.2022 11:54
995;G;19.05.2022 12:56
995;F;19.05.2022 13:14
995;H;19.05.2022 14:53
996;A;19.05.2022 15:44
996;B;19.05.2022 16:29
996;D;19.05.2022 17:37
996;E;19.05.2022 18:52
996;F;19.05.2022 19:19
996;G;19.05.2022 20:59
996;H;19.05.2022 21:47
997;A;19.05.2022 22:48
997;B;19.05.2022 23:44
997;D;20.05.2022 00:15
997;G;20.05.2022 01:41
997;E;20.05.2022 02:45
997;F;20.05.2022 03:14
997;H;20.05.2022 04:01
998;A;20.05.2022 05:18
998;B;20.05.2022 06:08
998;D;20.05.2022 07:00
998;E;20.05.2022 08:13
998;G;20.05.2022 09:14
998;F;20.05.2022 10:47
998;H;20.05.2022 11:44
999;A;20.05.2022 12:05
999;B;20.05.2022 13:06
999;D;20.05.2022 14:15
999;G;20.05.2022 15:29
999;E;20.05.2022 16:26
999;F;20.05.2022 17:06
999;H;20.05.2022 18:59
1000;A;20.05.2022 19:13
1000;C;20.05.2022 20:21
1000;D;20.05.2022 21:10
1000;G;20.05.2022 22:24
1000;E;20.05.2022 23:41
1000;F;21.05.2022 00:41
1000;H;21.05.2022 01:50
1001;A;21.05.2022 02:55
1001;C;21.05.2022 03:40
1001;D;21.05.2022 04:38
1001;G;21.05.2022 05:02
1001;E;21.05.2022 06:10
1001;F;21.05.2022 07:38
1001;H;21.05.2022 08:41
1002;A;21.05.2022 09:40
1002;C;21.05.2022 10:45
1002;D;21.05.2022 11:24
1002;E;21.05.2022 12:06
1002;F;21.05.2022 13:59
1002;G;21.05.2022 14:33
1002;H;21.05.2022 15:41
1003;A;21.05.2022 16:39
1003;B;21.05.2022 17:35
1003;D;21.05.2022 18:16
1003;G;21.05.2022 19:33
1003;E;21.05.2022 20:18
1003;F;21.05.2022 21:32
1003;H;21.05.2022 22:30
1004;A;21.05.2022 23:53
1004;C;22.05.2022 00:00
1004;D;22.05.2022 01:57
1004;G;22.05.2022 02:26
1004;E;22.05.2022 03:48
1004;F;22.05.2022 04:28
1004;H;22.05.2022 05:57
1005;A;22.05.2022 06:03
1005;C;22.05.2022 07:58
1005;D;22.05.2022 08:14
1005;G;22.05.2022 09:38
1005;E;22.05.2022 10:13
1005;F;22.05.2022 11:03
1005;H;22.05.2022 12:43
1006;A;22.05.2022 13:30
1006;C;22.05.2022 14:50
1006;D;22.05.2022 15:52
1006;E;22.05.2022 16:17
1006;G;22.05.2022 17:35
1006;F;22.05.2022 18:57
1006;H;22.05.2022 19:02
1007;A;22.05.2022 20:19
1007;C;22.05.2022 21:34
1007;D;22.05.2022 22:15
1007;G;22.05.2022 23:13
1007;E;23.05.2022 00:46
1007;F;23.05.2022 01:28
1007;H;23.05.2022 02:48
1008;A;23.05.2022 03:31
1008;C;23.05.2022 04:20
1008;D;23.05.2022 05:19
1008;E;23.05.2022 06:52
1008;G;23.05.2022 07:46
1008;F;23.05.2022 08:48
1008;H;23.05.2022 09:37
1009;A;23.05.2022 10:17
1009;B;23.05.2022 11:37
1009;D;23.05.2022 12:26
1009;G;23.05.2022 13:59
1009;E;23.05.2022 14:16
1009;F;23.05.2022 15:06
1009;H;23.05.2022 16:45
1010;A;23.05.2022 17:46
1010;B;23.05.2022 18:35
1010;D;23.05.2022 19:09
1010;G;23.05.2022 20:44
1010;E;23.05.2022 21:13
1010;F;23.05.2022 22:54
1010;H;23.05.2022 23:30
1011;A;24.05.2022 00:54
1011;C;24.05.2022 01:50
1011;D;24.05.2022 02:25
1011;G;24.05.2022 03:55
1011;E;24.05.2022 04:06
1011;F;24.05.2022 05:57
1011;H;24.05.2022 06:20
1012;A;24.05.2022 07:26
1012;B;24.05.2022 08:33
1012;D;24.05.2022 09:59
1012;G;24.05.2022 10:22
1012;E;24.05.2022 11:45
1012;F;24.05.2022 12:17
1012;H;24.05.2022 13:49
1013;A;24.05.2022 14:11
1013;B;24.05.2022 15:48
1013;D;24.05.2022 16:48
1013;G;24.05.2022 17:53
1013;E;24.05.2022 18:43
1013;F;24.05.2022 19:06
1013;H;24.05.2022 20:26
1014;A;24.05.2022 21:28
1014;C;24.05.2022 22:02
1014;D;24.05.2022 23:54
1014;G;25.05.2022 00:25
1014;E;25.05.2022 01:27
1014;F;25.05.2022 02:30
1014;H;25.05.2022 03:57
1015;A;25.05.2022 04:39
1015;C;25.05.2022 05:04
1015;D;25.05.2022 06:29
1015;G;25.05.2022 07:56
1015;E;25.05.2022 08:34
1015;F;25.05.2022 09:43
1015;H;25.05.2022 10:43
1016;A;25.05.2022 11:56
1016;C;25.05.2022 12:42
1016;D;25.05.2022 13:05
1016;E;25.05.2022 14:14
1016;F;25.05.2022 15:46
1016;G;25.05.2022 16:04
1016;H;25.05.2022 17:37
1017;A;25.05.2022 18:18
1017;C;25.05.2022 19:10
1017;D;25.05.2022 20:10
1017;G;25.05.2022 21:07
1017;E;25.05.2022 22:33
1017;F;25.05.2022 23:14
1017;H;26.05.2022 00:26
1018;A;26.05.2022 01:04
1018;C;26.05.2022 02:44
1018;D;26.05.2022 03:19
1018;E;26.05.2022 04:02
1018;F;26.05.2022 05:11
1018;G;26.05.2022 06:54
1018;H;26.05.2022 07:06
1019;A;26.05.2022 08:33
1019;C;26.05.2022 09:18
1019;D;26.05.2022 10:04
1019;G;26.05.2022 11:18
1019;E;26.05.2022 12:51
1019;F;26.05.2022 13:47
1019;H;26.05.2022 14:27
1020;A;26.05.2022 15:02
1020;C;26.05.2022 16:10
1020;D;26.05.2022 17:13
1020;G;26.05.2022 18:22
1020;E;26.05.2022 19:06
1020;F;26.05.2022 20:23
1020;H;26.05.2022 21:04
1021;A;26.05.2022 22:41
1021;B;26.05.2022 23:19
1021;D;27.05.2022 00:35
1021;G;27.05.2022 01:16
1021;E;27.05.2022 02:36
1021;F;27.05.2022 03:33
1021;H;27.05.2022 04:32
1022;A;27.05.2022 05:41
1022;B;27.05.2022 06:38
1022;D;27.05.2022 07:14
1022;E;27.05.2022 08:12
1022;F;27.05.2022 09:50
1022;G;27.05.2022 10:16
1022;H;27.05.2022 11:57
1023;A;27.05.2022 12:16
1023;C;27.05.2022 13:54
1023;D;27.05.2022 14:32
1023;E;27.05.2022 15:48
1023;G;27.05.2022 16:50
1023;F;27.05.2022 17:52
1023;H;27.05.2022 18:24
1024;A;27.05.2022 19:04
1024;B;27.05.2022 20:57
1024;D;27.05.2022 21:26
1024;G;27.05.2022 22:49
1024;E;27.05.2022 23:58
1024;F;28.05.2022 00:08
1024;H;28.05.2022 01:50
1025;A;28.05.2022 02:19
1025;B;28.05.2022 03:16
1025;D;28.05.2022 04:58
1025;E;28.05.2022 05:03
1025;F;28.05.2022 06:51
1025;G;28.05.2022 07:49
1025;H;28.05.2022 08:55
1026;A;28.05.2022 09:46
1026;B;28.05.2022 10:51
1026;D;28.05.2022 11:59
1026;E;28.05.2022 12:12
1026;G;28.05.2022 13:44
1026;F;28.05.2022 14:37
1026;H;28.05.2022 15:34
1027;A;28.05.2022 16:14
1027;B;28.05.2022 17:45
1027;D;28.05.2022 18:57
1027;E;28.05.2022 19:54
1027;G;28.05.2022 20:05
1027;F;28.05.2022 21:48
1027;H;28.05.2022 22:09
1028;A;28.05.2022 23:56
1028;B;29.05.2022 00:53
1028;D;29.05.2022 01:58
1028;G;29.05.2022 02:36
1028;E;29.05.2022 03:55
1028;F;29.05.2022 04:09
1028;H;29.05.2022 05:04
1029;A;29.05.2022 06:36
1029;B;29.05.2022 07:21
1029;D;29.05.2022 08:18
1029;G;29.05.2022 09:24
1029;E;29.05.2022 10:17
1029;F;29.05.2022 11:43
1029;H;29.05.2022 12:49
1030;A;29.05.2022 13:34
1030;C;29.05.2022 14:09
1030;D;29.05.2022 15:23
1030;G;29.05.2022 16:14
1030;E;29.05.2022 17:15
1030;F;29.05.2022 18:11
1030;H;29.05.2022 19:47
1031;A;29.05.2022 20:44
1031;B;29.05.2022 21:49
1031;D;29.05.2022 22:59
1031;G;29.05.2022 23:53
1031;E;30.05.2022 00:05
1031;F;30.05.2022 01:58
1031;H;30.05.2022 02:43
1032;A;30.05.2022 03:27
1032;C;30.05.2022 04:15
1032;D;30.05.2022 05:43
1032;E;30.05.2022 06:19
1032;G;30.05.2022 07:54
1032;F;30.05.2022 08:53
1032;H;30.05.2022 09:58
1033;A;30.05.2022 10:00
1033;B;30.05.2022 11:10
1033;D;30.05.2022 12:09
1033;G;30.05.2022 13:56
1033;E;30.05.2022 14:21
1033;F;30.05.2022 15:55
1033;H;30.05.2022 16:18
1034;A;30.05.2022 17:16
1034;B;30.05.2022 18:49
1034;D;30.05.2022 19:30
1034;G;30.05.2022 20:46
1034;E;30.05.2022 21:55
1034;F;30.05.2022 22:30
1034;H;30.05.2022 23:26
1035;A;31.05.2022 00:24
1035;C;31.05.2022 01:45
1035;D;31.05.2022 02:37
1035;E;31.05.2022 03:46
1035;G;31.05.2022 04:49
1035;F;31.05.2022 05:59
1035;H;31.05.2022 06:00
1036;A;31.05.2022 07:58
1036;B;31.05.2022 08:16
1036;D;31.05.2022 09:06
1036;E;31.05.2022 10:28
1036;G;31.05.2022 11:54
1036;F;31.05.2022 12:28
1036;H;31.05.2022 13:16
1037;A;31.05.2022 14:46
1037;C;31.05.2022 15:11
1037;D;31.05.2022 16:40
1037;G;31.05.2022 17:30
1037;E;31.05.2022 18:13
1037;F;31.05.2022 19:29
1037;H;31.05.2022 20:44
1038;A;31.05.2022 21:41
1038;B;31.05.2022 22:36
1038;D;31.05.2022 23:37
1038;E;01.06.2022 00:48
1038;G;01.06.2022 01:13
1038;F;01.06.2022 02:06
1038;H;01.06.2022 03:02
1039;A;01.06.2022 04:19
1039;C;01.06.2022 05:05
1039;D;01.06.2022 06:41
1039;E;01.06.2022 07:21
1039;F;01.06.2022 08:03
1039;G;01.06.2022 09:31
1039;H;01.06.2022 10:59
1040;A;01.06.2022 11:51
1040;B;01.06.2022 12:43
1040;D;01.06.2022 13:29
1040;G;01.06.2022 14:23
1040;E;01.06.2022 15:25
1040;F;01.06.2022 16:37
1040;H;01.06.2022 17:15
1041;A;01.06.2022 18:15
1041;B;01.06.2022 19:09
1041;D;01.06.2022 20:49
1041;E;01.06.2022 21:03
1041;G;01.06.2022 22:57
1041;F;01.06.2022 23:14
1041;H;02.06.2022 00:15
1042;A;02.06.2022 01:17
1042;C;02.06.2022 02:17
1042;D;02.06.2022 03:17
1042;G;02.06.2022 04:22
1042;E;02.06.2022 05:19
1042;F;02.06.2022 06:59
1042;H;02.06.2022 07:26
1043;A;02.06.2022 08:19
1043;B;02.06.2022 09:24
1043;D;02.06.2022 10:04
1043;G;02.06.2022 11:24
1043;E;02.06.2022 12:29
1043;F;02.06.2022 13:34
1043;H;02.06.2022 14:43
1044;A;02.06.2022 15:57
1044;C;02.06.2022 16:07
1044;D;02.06.2022 17:34
1044;E;02.06.2022 18:19
1044;F;02.06.2022 19:23
1044;G;02.06.2022 20:32
1044;H;02.06.2022 21:24
1045;A;02.06.2022 22:46
1045;C;02.06.2022 23:34
1045;D;03.06.2022 00:34
1045;G;03.06.2022 01:00
1045;E;03.06.2022 02:19
1045;F;03.06.2022 03:23
1045;H;03.06.2022 04:12
1046;A;03.06.2022 05:03
1046;B;03.06.2022 06:46
1046;D;03.06.2022 07:56
1046;E;03.06.2022 08:25
1046;F;03.06.2022 09:49
1046;G;03.06.2022 10:09
1046;H;03.06.2022 11:44
1047;A;03.06.2022 12:50
1047;B;03.06.2022 13:29
1047;D;03.06.2022 14:01
1047;E;03.06.2022 15:13
1047;G;03.06.2022 16:39
1047;F;03.06.2022 17:59
1047;H;03.06.2022 18:12
1048;A;03.06.2022 19:21
1048;C;03.06.2022 20:16
1048;D;03.06.2022 21:37
1048;G;03.06.2022 22:46
1048;E;03.06.2022 23:38
1048;F;04.06.2022 00:51
1048;H;04.06.2022 01:42
1049;A;04.06.2022 02:25
1049;B;04.06.2022 03:20
1049;D;04.06.2022 04:52
1049;G;04.06.2022 05:47
1049;E;04.06.2022 06:51
1049;F;04.06.2022 07:35
1049;H;04.06.2022 08:25
1050;A;04.06.2022 09:02
1050;C;04.06.2022 10:14
1050;D;04.06.2022 11:26
1050;G;04.06.2022 12:36
1050;E;04.06.2022 13:38
1050;F;04.06.2022 14:37
1050;H;04.06.2022 15:16
1051;A;04.06.2022 16:54
1051;C;04.06.2022 17:23
1051;D;04.06.2022 18:30
1051;E;04.06.2022 19:59
1051;F;04.06.2022 20:31
1051;G;04.06.2022 21:54
1051;H;04.06.2022 22:30
1052;A;04.06.2022 23:28
1052;B;05.06.2022 00:29
1052;D;05.06.2022 01:41
